,text,source
31865,_jayy It might hav to cost u a History essay.,TWEET
31866,YAY! My temperature went down!  I can have dinner with the family tonight.,TWEET
31867,had a great night with friends,TWEET
31868,my legs are soft  watching a move with my mommm short day @ workk,TWEET
31869,Happy Mother`s Day to all Mums on Twitter,TWEET
31870,"Well poop, my guitar lesson was canceled today  I`m so sad. I hope his son feels better soon tho.",TWEET
31871,"i changed my picture  i am soo screwed, i have an assignment due tomorrow that i havent started, i just cant concentrate argh",TWEET
31872," Here we are!  Unofficially, of course, but we are providing all the info you could want for the Geelong Football Club!",TWEET
31873," just had a look - missed out by a couple of hours, i`m sorry. i`ll let you know next time..",TWEET
31874,no school today gd  but dont get to see mates n millsy x,TWEET
31875, I didn`t headbutt anyone! Not that I know about anyway! ;) You ok today?  Football today?,TWEET
31876,Just got Back from the Gym Wanna chat with some new people  Lets talk! haha,TWEET
31877,"I want to go shopping tomorrow, but I have to work  Buy me things, you know you want to!",TWEET
31878, I like the last part in your methodology.,TWEET
31879,Back from mountains,TWEET
31880,the last time pankraz. why do they have to got the same name ?!?!,TWEET
31881,hahaha yay emily i m cool  ,TWEET
31882,14 days until Boyzone,TWEET
31883,p.s.  thought you were gonna follow me back on twit-har ?,TWEET
31884, I envy everyone on AOTS...,TWEET
31885,_Hayward go two way mirrors,TWEET
31886," MANDY!!!  IT WON`T LET ME VOTE  I WANT HER TO WIN BUT I CAN`T HELP, I AM GONNA JUMP OFF A BRIDGE (KIDDING) BUT THIS SUX",TWEET
31887,studying with  and colette!,TWEET
31888,wants to wish all the moms out there (and moms-to-be) a very happy Mother`s Day!,TWEET
31889, it`s ok lol  I think we might do the same dates.,TWEET
31890,Smiling!  These guys are!    Turn up your speakers and SMILE~life is good! http://www.imtiredonline.com/smile/,TWEET
31891,"_mcsupergirl ok, finished set u free, and i am sooooo mad rite now...it cant end like that, i dont want him to be the bad guy",TWEET
31892," ..ok brother...did you change your num and not give it to me, AGAIN??? smh..you no good dude",TWEET
31893,_Claire its sunny here  I will send some over to you,TWEET
31894,i think i need a drink,TWEET
31895, I know. I was hoping to meet you tonite  & I just found out a few min ago that we have a mutual friend Cuong H.,TWEET
31896,Bored to tears without my boys! They are at their dad`s for a week,TWEET
31897, you can use my alotment,TWEET
31898,"there is never anything on tv, on sundays. CAN`T WAIT for america",TWEET
31899,i am Marina and i sware to God i`ll never again end up studying French till 2 o`clock at night EVER AGAIN...too much drama...sooo sleepy,TWEET
31900,changed my h/p number go online msn messenger to see,TWEET
31901,it was actually so hot today ..the sun has got his hat on . every one has got a tan except me,TWEET
31902," Thanks for the feedback. Surreal life, surreal oils",TWEET
31903, well I ran out of beer so I left. Not sure about the ETA. Waiting waiting waiting. Bleh  Gonna be a long nite methinks.,TWEET
31904, - thanks!  it`ll be great    ... and even better as soon as I get that wallet in my grubby little hands!  lol,TWEET
31905," was on the list, i paid 5 to get in, but if your under 21,you cant go in and out, but it was gettin so hot, so we went outside",TWEET
31906,Well done doing blood work..its hot out again,TWEET
31907,_peer you ll soon be back  just replace topify email in twitter settings and that s all,TWEET
31908,"My nose is runny, my head is pounding, and teeth hurt like a ****. MAN. @-) I feel awful.  =((",TWEET
31909,International Version of Stand By Me http://tiny.cc/pAVYi PlayingforChange.com,TWEET
31910,Rachael makes me want to cry,TWEET
31911, yeah talking to you was too boring,TWEET
31912,_another_1 yeh I can`t even imagine.... good luck to them,TWEET
31913,Happy Mommy`s Day to all the mothers in the world!,TWEET
31914,I Want To Go See Up. But I Don`t Want To Go With My Mom And Brother.,TWEET
31915," Ooh, coffee!  Great idea...  want one??",TWEET
31916,need to pass the exams,TWEET
31917,"Star Trek in IMAX  with Kojikun, seastar, Brian, and George.",TWEET
31918, I totally agree! And there`s no way to avoid it,TWEET
31919, ... but i could barely speak! He was probably thinking `who is the weirdo?` LOOOOL. Say sorry to him for me please?  x <3,TWEET
31920,It`s tough being a thick chik,TWEET
31921,"http://pic.gd/63ef My college, My friends",TWEET
31922,"working away just now, hopefully it stays nice for the afternoon and evening! possible BBQ weather!",TWEET
31923, Nothing like alone time with your handheld device,TWEET
31924,be back later!  HAPPY MOTHER`S DAY TO ALL THE MOTHERS IN THE WORLD! ï¿½ GOD LOVES US ALL!,TWEET
31925,isnt very happy about the fact that her back is hurting today,TWEET
31926,May the 4th Be with you all!,TWEET
31927,Feeling special @ looking4him first guy to give me flowers.,TWEET
31928,goodnight to all.,TWEET
31929,http://tinyurl.com/nqudrt - Hurt my finger at work,TWEET
31930,"The pushing has started, not long before a new #starwarsday baby is born",TWEET
31931,Happy Mothers Day!  Love your Mom...,TWEET
31932, Munderday. I like that.,TWEET
31933,"  dudes, c`mon - that`s almost the ghey!",TWEET
31934,"  i`ll visit ny `til september, no diggnation for me",TWEET
31935,on the way to kuya jordan`s house for an O`s sleepover  !,TWEET
31936,"_indian hehe very true  but you`ve got the color advantage, which the complete americans haven`t",TWEET
31937," Good morning hun! I will, promise  Glad you like `em. Have a lovely day :o)",TWEET
31938,It`s 10.30pm on a Friday night and I`m going to bed. How pathetic.,TWEET
31939,Thank you for the advice   I`ll work on that when Im not at work.,TWEET
31940,the mum`s cake is done.. now i need make a good luch and tomorrow will be an amazing Mum` day,TWEET
31941,definitely ready for a plate of pancakes.,TWEET
31942, I saw that!!!!,TWEET
31943,"But I am on pg 145 of 165, so I`m getting close!  *yawn*",TWEET
31944," july 21st!?? that means at your concert I won`t know all the songs.  oh well, yay demi!! <3",TWEET
31945,"Sh t, I`m getting even more sad. I`m currently at the library and j think it`ll be the last one tooooo",TWEET
31946,claires party was amazing!    headache.,TWEET
31947,hooome from work. why am i awake still? up in 5 hours,TWEET
31948,"Hi, i was just getting up now so i tought i could write something. Today i`m gonna go shopping! Soo fun, isn`****?",TWEET
31949, oh that stinks..,TWEET
31950,Cleaned. Laundry. Nails painted. Productive saturday night,TWEET
31951,_cupcakes  sometimes plugging it into 240 can fix problems..,TWEET
31952,Its a lovely day sky is clear birds are singing and i`m stuck in an office with on windows for 9 hours,TWEET
31953,Downtown drinking celebrating the cavs victory!!!,TWEET
31954,One taken from earlier this week!  http://twitpic.com/4wb42,TWEET
31955,can`t figure out at what time(french hour) the new moon trailer will be up since I can`t watch the MTV movie Awards from Paris... ?,TWEET
31956,Ps... I got Ben Button today... completes my Best Picture noms....got all 5 now. It was a GREAT year!!,TWEET
31957, - and yes i like the vids,TWEET
31958," Heh.  When I moved into my house Pius was having a pep rally, so there was cheering and a band.",TWEET
31959,My best friend is away at special olympics . She said she was gonna bring me .,TWEET
31960,Well that just sucks. Good way to make me feel bad,TWEET
31961,"the big boss is out all week.. small yay. free lunch for the office today, big yay!",TWEET
31962,"Already 26.1c in our office. Can people melt? We`re fighting for air con because fans just don`t help, but can`t find the budget",TWEET
31963,"Spent the entire morning in a meeting w/ a vendor, and my boss was not happy w/ them. Lots of fun.  I had other plans for my morning",TWEET
31964,_in I loved that movie! And I miss Raul Julia.,TWEET
31965,"my car is in at the garage & is not coming out anytime soon! last time I heard the gearbox was the problem, still waiting for the quote.",TWEET
31966,I always feel sickly when I wake up.  Well got a busy day ahead of me! Yippeee,TWEET
31967,"The sun is attempting to increase her efforts. Alas the same cannot be said for me. I see a bath, a couch & a book in my immediate future",TWEET
31968,booo that meanie  is teasing me with a piece of cheese!   http://twitpic.com/67rt8,TWEET
31969,not a lonely day after all.,TWEET
31970,wtf my pic isn`t showing,TWEET
31971,ahh my poor feeeeeet,TWEET
31972,Happy Mom`s Day to everyone in the US,TWEET
31973,"****, nearly forgot my PIN  I shouldn`t try to learn anything new in the future lest it push out more vital information.",TWEET
31974,"THIS TWITTER **** KAN EAT THE GUN NOW ....AN I DON`T EVEN BE GOIN IN SMFH, OVER REACTIN 4 NOTHIN, I NEED 2 STAY STRONG",TWEET
31975,I`m in French and we don`t have a teacher.  One hour left til school ends.,TWEET
31976,The Good: I drank Jager and licked a hot asian girl`s foot. The Bad: I was reminded once again that I will never get asian girls ever.,TWEET
31977," I think they`re really good, so that probably damns them to obscurity.",TWEET
31978, Don`t know yet  Lemme know if you come up with something though.,TWEET
31979,ummmm i have no idea what im doing but my friend is pissed off at me now and i dont know why she hates me so much I NEED HELP BRITNEY plz,TWEET
31980,  ugh headache   i just wanna go home,TWEET
31981,Yes!! i has 100 minutes of Sims 2 plus Seasons  ) fun fun expansions,TWEET
31982,Definition of senioritis: Me. About to go to chem II and calculus. Not good classes to feel like slackin,TWEET
31983," - No hard feelings, I hope  Like I say, I think we agree with each other.",TWEET
31984,CHILLAXIN AT WORK...MAN I SCREWED UP,TWEET
31985, clearly need to crack the whip some more,TWEET
31986,Such a headache  It`s killen me!,TWEET
31987,Happy Mother`s Day x3 ..Mum? I love you,TWEET
31988,Took a 4 hour nap after work today and won`t be able to sleep all night    This is a bummer,TWEET
31989,Strike one.    (Three and I`m out.),TWEET
31990,Been job hunting for days. Media and non-media jobs. No lucky  Anyone know of anything???,TWEET
31991,"Sasha`s helped too, of course",TWEET
31992,Really wants to buy new clothes,TWEET
31993, HAHAH you know you loved the hannah montana movie  it was aweesome,TWEET
31994,mcfly anit been on here in ages  z,TWEET
31995,Another long walk in the heat... I hate this...,TWEET
31996, I like that...gonna have to re-tell,TWEET
31997," Aw, sorry about your cat   No worries about the blankets, I was just wondering, I`m in no rush, take your time!",TWEET
31998," Who knows, maybe someday you`ll come home and find... *gasp* DINNER in your FRIDGE!",TWEET
31999,Wanna see Up in 2D but everyone wants to see it in 3D,TWEET
32000,Is FINALLY having dinner... At Nishiki Sushi!,TWEET
32001, I ended up not going because my left knee is killing me.  I think I pushed myself too much yesterday,TWEET
32002,Just woke up from a five hour nap. I still have a headache.  Medication time!,TWEET
32003,feels disappointed..mahirap talaga mag-supervise ng tao..  http://plurk.com/p/wxqwa,TWEET
32004,"_hearts hey,got your text. cannae hen, family are comin over  i`ve got nae money to come to livi anyway  xxxx",TWEET
32005,http://twitpic.com/67iab - Rounding bases - she was fast during relays. Not so fast during the game,TWEET
32006," That`s great Bastos!  I`m happy for you. You gonna do the mabaho leg, to celebrate? haha",TWEET
32007, ya she prob does but i dont want to no about it,TWEET
32008, dont you have a uk say now?,TWEET
32009, stellar! You 2 look great,TWEET
32010,I`m not impressed that it almost always rains on Bank Holidays !! Stil... It`s a free day - no college,TWEET
32011, HAHAHAHA...yeah you mess up that crossing and kneeling bit you will get called out...JOKING,TWEET
32012,Cleaned out me Followers List and blocked the **** girls & **** Now I look like a spammer,TWEET
32013, I had one of those in south Florida. Mowing around it could hurt,TWEET
32014, I would advise watching it in the cinema. I am sure the effects are worth it. Unless you have a monster TV at home,TWEET
32015,This is dumb. I keep losing followers!,TWEET
32016,"Plan for this evening: dinner, shopping for dress shirts, watching Up, going to bed. Plan for Saturday: Funeral for a friend...",TWEET
32017,Leaving for Atlanta in the morning to catch JoCo and Pa & St!!! I`m excited! Missed P&S at D*Con last year.  That made me a sad owl.,TWEET
32018, you didn`t include  in the 'Follow Friday',TWEET
32019,"im with andrew  it was a long, but fun day",TWEET
32020,Afternoon from office  My cubicle has been moved but not the system yippie! Mine is one of te few surviving 'good' system..,TWEET
32021, 20 at least hugh  happy trails,TWEET
32022,now the pic wont load up on twitter,TWEET
32023, Glad you are happy!,TWEET
32024,"what the hell am i doing awake this early,",TWEET
32025,actually did progressive studying today..,TWEET
32026,Oops spent too much already lol 50 quid gone,TWEET
32027,ONLY 1 thing sucks about holidays: worrying about pets. Cats will be tgthr @ 'cat resort' but Jonesy won`t have much company @ dad-in-law,TWEET
32028,My paradise fly catchers abandoned their nest....  they are starting again... but it`s gonna b tough,TWEET
32029,Thank you Google for your Adsense Payment.  If only the Aussie dollar wasn`t as strong,TWEET
32030,i fear the spaceship is not long for this earth. it just stranded me and edwin on the highway. there was smoke,TWEET
32031," Sounds awesome, wish I could go but no way I could afford it   Have fun!",TWEET
32032, ahh naa i dont like rain  nm really friend is comin over then goin 2 my grans,TWEET
32033,"battery is low boooooooo in Palm Springs, CA http://loopt.us/2SljBw.t",TWEET
32034," _kat I`ve begged my mum to lt me get them out the attic.. but she wont let me  Waaa... and yes, was spoilt! hehe!",TWEET
32035, thats great  (((hugs))),TWEET
32036, thanks for FF wink,TWEET
32037,  And it`s only downhill from now until Labor Day!,TWEET
32038, you should see the Morning Rush Forum`s shoutbox. Overheat bcoz of campaign! Flying skirts!!!,TWEET
32039, u really dont right now! i am as sick as a newt in a freezer! its aweful  x,TWEET
32040, same as I... to bad I`m a programmer only in this company,TWEET
32041,great night hangin out with my family... mom and dad loved the extra company tonight!  can`t wait for FRC Pcola Tomorrow,TWEET
32042,just got thru watchin  on bones now topping off with House reruns,TWEET
32043,"Very bored. All day, no one 2 talk 2. Missing my BF (and his kisses). Hols almost over,  don`t wanna go back 2 skool.",TWEET
32044, yup then we are a day older,TWEET
32045,  i`d give anything to be there. too bad i`m in tennessee.,TWEET
32046,Smackdown is a lot more boring without Maria.,TWEET
32047,I would Join you shopping but i have work all weekend  six degrees of seperation is confsuing,TWEET
32048," ha!The potential is there but so is the loss of fingers, think you can get the PO to do it? At a charge and not full proof",TWEET
32049,"Off to see the Tinyï¿½s, thinking thoughts about smiles I caught from the radio  and big daft grin all over my face....",TWEET
32050,Dang it! I REALLY look like ****!! Sigh only had 35mins to shower and 10mins to get ready,TWEET
32051,exams. thennn some sexy time.,TWEET
32052,Heading to the airport,TWEET
32053,_WSt the wheater here in Austria should be bad for the whole weekend. Sorry!,TWEET
32054,  it`s true!   have u downloaded the tweetdeck yet? it is literally amazing  ****,TWEET
32055, I can`t make it. My manager switched my schedule so I`m closing,TWEET
32056,"_47 hey, watch out you don`t post too many adverts on your twitter feed. I wouldn`t normally follow, but your blog is interesting",TWEET
32057, that`s a lot of mangoes.. haha  baka naglilihi ka ahh?? haha  joke lang carmen,TWEET
32058,HAPPY MOTHERS DAY TO ALL THE MOMMYS EXSPECIALLY MINE  LOVE YOU MOMMY,TWEET
32059, MILEEY HOW CAN I VOE IN THE MV MOVIE AWARDS ?,TWEET
32060,I want to see Drag Me to Hell. But I get the feeling none of my friends will go w/ me,TWEET
32061, Glad you are having a blast.,TWEET
32062,  **** was about to call,TWEET
32063,tired but have a lot to do.  Looking forward to tabletop gaming tomorrow as a break from my constant programming,TWEET
32064,I don`t want to quit my job.,TWEET
32065,Have spent half of the day troubleshooting something that wasn`t even within my control. Clusters doesn`t always mean high availability.,TWEET
32066,Can feel a headache growing.,TWEET
32067, hi I`m ok   still not feeling great,TWEET
32068,I think that mowing the lawn should not be allowed to be done by teenagers. It sucks! Well off to mow.,TWEET
32069, I can`t wait that long,TWEET
32070," haha i have 2 ask, are you 2 as beautiful as ur voices? curse u super cool beautiful women who are likely unavailable! lol",TWEET
32071, many tribes r becoming extinct  I blame Mc Donalds!!!,TWEET
32072,I can`t go to sleep until tech support emails me back,TWEET
32073, that was funny! LOVED IT! I almost fell for it. Haha,TWEET
32074,"Next movies for me : Terminator Salvation and Transformers 2, gonna be a meka spring this year",TWEET
32075,and i wish i gave you one last kiss,TWEET
32076, nice to meet ya!,TWEET
32077,**** you is all i have to say,TWEET
32078, 'I SAAAAAAID!!' Haha. It kinda makes me sad though.  http://bit.ly/uJUA3,TWEET
32079,what am i doing? what can i do?,TWEET
32080,hateeee history of rock!,TWEET
32081, Yes yes she is indeed nuts! ... Like me... though i am not rich  Tut x,TWEET
32082,Watching jackass the movie  http://twitpic.com/4wlgi,TWEET
32083,"Changing to work,.",TWEET
32084,"I`m SO out of it this morning, that don`t know if coffee or energy drink will help me get going this morning",TWEET
32085,is playing with Windows 7 RC,TWEET
32086," yes, Mondays are hard!  Hope you have a great day too & have the opportunity to get out at some point into the sun",TWEET
32087,Its sunday morning and birds are chirping. Hoping for the best and praying that its the best.,TWEET
32088, do you want to do my laundry as well?,TWEET
32089,iTunes upgrade reset playcount to zero  How will I know which one of 143 Hasta Siempre versions I liked best?,TWEET
32090,"_Deen   looks like a delicious recipe, will try that tonite",TWEET
32091, After I water the plants I am headed to the farm. Don`t have any popcorn for the goats   Katnip is looking good under saddle,TWEET
32092, I shudder at the thought of what she was thinking she`d do with it if she`d managed to reclaim it...,TWEET
32093,cant send the dream story on twitter. sending on bebo mail  x,TWEET
32094," sounds good, the one I was too was also fun",TWEET
32095,going back home tonight,TWEET
32096,is feeling her eyes burned-fried after 10 hours attached to the screen uploading new summer clothing for my store www.Chittypulga.com,TWEET
32097, hahah im way too lazy to check my phone  ooo michells! are you wtaching the recruits?,TWEET
32098," Oh dear, it will be late there.... good ol Michigan!  Well I look forward to chatting with you when our wakeful hours overlap.",TWEET
32099," Ooooh, I`m jealous  I might try and get some for the saturday but I have an exam on the monday that Im gonna fail",TWEET
32100,  13:00 is kickoff. The red cars hopefully,TWEET
32101,"  so sorry, I just found the members preview has been sold out for awhile. It opens at Noon to the general public",TWEET
32102,better go and put my clothes on guys.. even if P.J`s are warm and moveable,TWEET
32103,I fell for Austin Taura Hanafiah even morreee! Shoott!!!  A guy shouldn`t look that yumm! Hahaha...,TWEET
32104,is STILL sick. But still loves revenge and the possibility of more revenge to come,TWEET
32105,Love how my printer decided to print all my blacks all marbled - 1hr before an interview for new work this morning.,TWEET
32106,"_eliza ohhhh that makes sense then. 8D and i need to reread the lotr trilogy, i lost the three books a long time ago and i`m sad.",TWEET
32107,im finally going home but didnt get to finish all my work  so ill be back tomorrow,TWEET
32108,"Just sneezed three times in quick succession. But three is not four, so no record.",TWEET
32109,"coach says have come along way, faster that alot of people  oh yeah whos the man. ohh very sore",TWEET
32110," o_O thats cool. Dang, iHave to clean my room now  lol, but good luck w/those jobs gurl",TWEET
32111,Guess what happened to my butt yesterday? Yes - Annas finger came for a visit... and I said nothing about it.,TWEET
32112,  They follow my,TWEET
32113, You`re welcome!  How much longer until it`s colored in?,TWEET
32114, gooood we miss you!!  hope you had fun w/the in-laws haha,TWEET
32115,"** gifts & honesty box messages has been discontinued due to abuse ** - hehe, dalï¿½ï¿½ facebookovï¿½ aplikace na hovno",TWEET
32116,On the set of Chuck Bass` New York Palace Hotel. Too bad they weren`t filming today.   http://twitpic.com/67nht,TWEET
32117,today will be productive: gym now....lots and lots of writing later,TWEET
32118, It does it sometimes - it should come back ;) And the car thing sucks - I feel all anxious and yucky now,TWEET
32119, I wanna be drinking at the pub,TWEET
32120,  i would love to come visit you in Korea.. next flight that is under 100 i am there!,TWEET
32121,"Grilled again for dinner last night for the senior`s final kairos dinner  Had steak, spicy mango sausages, hot wings, grilled vegi, corn!",TWEET
32122,Just downloaded music for over an hour.  Love when that happens,TWEET
32123," Wow, your spam really has everything covered! Mine`s almost all **** enlargement stuff.",TWEET
32124, nah I don`t finish til next yearrrr!!!   are u stayin in the bad news after graduation?,TWEET
32125, I have got my smile,TWEET
32126,"something outside has a bell  and i wont stop ringing, i think its children with bikes  the asbos",TWEET
32127,I need to buy a cheap verizon phone,TWEET
32128," - Love the comeback, I will stay tuned! You fellows should follow people on here though. You`ll in turn get more followers",TWEET
32129,watching 3rd JONAS ep.,TWEET
32130,School Over!!! I`m gonna miss a bunch of people,TWEET
32131, i voted and i couldnt,TWEET
32132,"Awake again , I give up , I`m going to ready for today",TWEET
32133," I do text to twitter sometimes, but I don`t receive any on my phone so....",TWEET
32134,Day of writing,TWEET
32135,It is hot here in Texas and our ac upstairs is broken so its really hot at my house.,TWEET
32136,Friday night and still working...oh wait..it`s Saturday morning already,TWEET
32137, The Killers where the best. A bit disappointed that the last song was cut short  Can you watch it in full on Iplayer ?,TWEET
32138," no juice here, I didntb even let him use my computer.",TWEET
32139," don`t 4get Gina Thomas! ( the things u do, keep artist running from U) she`s a corrections officer in Jersey now",TWEET
32140,i really want to ring  but it costs 2 much  dam you credit crunch,TWEET
32141,Eww its gross here & a lady keeps looking at me weird  ha ha but another smiled & asked me if i was in their company..me in the army? LOL,TWEET
32142,I`m so disgusted that my assumptions regarding what happened in Harlem last night were 100% correct without reading the story first.,TWEET
32143,YES. and then they should in non test conditions!,TWEET
32144, You are extremely clever my dear.,TWEET
32145,it`s sunny but i`m bored  sad call or text me,TWEET
32146,"Installed office for Mac & messed up all my fonts on safari, **** on a stick! help! can`t even read the solutions online  #badmicrosoft",TWEET
32147,"passed my drivers test! i can drive!...oh wait, i don`t turn 16 till october",TWEET
32148, Aww!  That`s so sweet!  So glad she`s home with you now. Happy mother`s day to you,TWEET
32149," cheers mate, still getting over Wednesday  You ok? You should be, you are an incredibly wealthy man",TWEET
32150,listening to some bands recommended to me by Sarrah  i really like the friday night boys <3,TWEET
32151," precisely.  The more followers you have, the more important you feel  http://twitter.pbworks.com/Hashtags explains a bit more.",TWEET
32152,"in school, wants to read Eclipse, 200-and-some-60 pages read",TWEET
32153, yo wats up? how u doin 2day? u havnt answerd any of my replys,TWEET
32154, That sounds like a good compromise.,TWEET
32155, i meant i cnt help but stop chattin wid her.....    gud dat u noe everything.... so do u think its fair????,TWEET
32156, no one ever gave me the info I`m sad,TWEET
32157,I`m jumping off the nearest bridge if I can`t have it,TWEET
32158, I`m going to the show in Amsterdam!  Can`t wait!,TWEET
32159,says I miss plurking.  http://plurk.com/p/wxion,TWEET
32160,i miss mcfly last night so much!! i was front row centre  danny was making me laugh so much LOL,TWEET
32161,Annnnnnddd another one bites the dust,TWEET
32162," Oh, will do. I had to bring the soufflï¿½ home I`m SO full!  It`s delicious! One of my Philly favs.",TWEET
32163,"waiting for amy so me, her and  can go see the hannah montanna movie!!!",TWEET
32164, no  I didn`t yet he never texted backk.,TWEET
32165,If I smile at you will you follow me please lol,TWEET
32166," your lucky, you have a bed and ice cream, all i have is a very sore couch and some cardboard",TWEET
32167,omg supernatural is on after good news week,TWEET
32168,"There`s a 1,000 you`s... there`s only 1 of me...",TWEET
32169,TODAY IS A GOOD DAY BUT ITS COLD,TWEET
32170,"I woke up at 5:45. Didn`t have a full bladder, wasn`t sick... And to top it off, I went for a run. Now I wanna go back to bed",TWEET
32171," Aww, why not?",TWEET
32172,i hate i hate i hate i hate i hate i hate mother`s day.,TWEET
32173,_da_**** ï¿½ cant im not @ my sister house no ï¿½-net tonite,TWEET
32174,Going to search out areas we would like for our dream home to also home my home based business one day soon.,TWEET
32175,"Ditto that, my friend...BORED! Oops, now I have an exciting problem",TWEET
32176,have to go now by`all <3 see ya later guys  ****,TWEET
32177, please do  I`ll settle for cheap cider for meeting deadline. Have you seen our new blog at www.havealovelytime.com?,TWEET
32178,i`m looking forward to the joy of the f1.... hoping its another disaterous race for ferrari and button gets another well deserved win,TWEET
32179, lol hell yes i`m keen. WE`RE GOING SKIING AT TREBLE CONE SOMETIME THIS WINTER,TWEET
32180,Just noticed  didn`t get the location right again!  Maybe a way to preview it before sending would be handy??,TWEET
32181,has a broken iphone,TWEET
32182,_fr Yes I saw the Village but the restaurant in the Village Square has a sign above it that reads 'Digestif.',TWEET
32183, oh ok kool  keep me informed bout that checked ur paged its nice,TWEET
32184,"i`ve locked up a mac once or twice in my time. ok, literally once or twice.",TWEET
32185," http://twitpic.com/4w52z - hope you`re having loads of fun!  i love and miss you all, boys.",TWEET
32186,I`m off to a fun filled evening at a funeral home ...  Joy.,TWEET
32187," Happy Friday! Do u know how I can get a copy of the BT art u did on Mel`s fake Twitter? I`m n it, but can`t find it now.  THX",TWEET
32188,@ amhzz... did u get an invite? I miss u,TWEET
32189,"midday and a half, time for lunch",TWEET
32190,The balmain knockoffs in bebe make me sad.....I want the real deal...these shoes look cheapy cheapy.,TWEET
32191,"still fighting off this cold, ugh",TWEET
32192,some advice for all of you: dont pressure wash your foot. it hurts and is not worth it. you really do want the skin on your foot. FYI. ow,TWEET
32193, im gunna juhs so its another way to talk ta yu  <3,TWEET
32194,"My three-day weekend starts now.  Was gonna watch Star Trek, but opted to go another night instead.",TWEET
32195," Wooops! Meant I agree with Boomstone..trying 2 reply 2 both, LOL. Happy Mothers Day to you as well!  TTY soon!",TWEET
32196, I need to watch Star Trek,TWEET
32197, There`s nothing good on tonight anyway!!   #Sigjeans,TWEET
32198,"bf moves to the city tomorrow. Currently he lives down the st.  Sadness.  He will be far away  (not TOO far, but not down the street )",TWEET
32199,I don`t know what im doing :S,TWEET
32200,http://twitpic.com/4ja12 - we were bored,TWEET
32201,"i should of gone to kirsty`s for the night, anything to get out of the house",TWEET
32202,_M aww why psn?,TWEET
32203,"Morning ;Sports day today, and I have to do the three-legged race with   ; Mr Pettigrew said I`m not aloud to trip her up",TWEET
32204,Its offically mothers day!! happy moms day!!!,TWEET
32205, britains got talent is rather disappointing this year,TWEET
32206, that makes me sad for you,TWEET
32207,is very very tired  just want to sleep.  Stupid work getting in the way!!!,TWEET
32208,"The ballerina family is super nice, albeit a little too controlling of their son`s life, but the bayou family is so judgemental.",TWEET
32209, But I am with you... I hate doing it... can`t we just make music and magically not have to worry about money  awe... sigh...LOL,TWEET
32210,"_Duckett GREAT pic!  How fun!  Love food and wine festivals...well, beer fests too",TWEET
32211, I didn`t read the details so that may be it. Sara Jayne is a kid`s show so it can`t be that exciting.,TWEET
32212, awww...on ur way out  Have fun for me toooo!,TWEET
32213,Going to get some coffee,TWEET
32214,possibly going out tonight; is there ANYTHING to do in Lancaster? I miss Baltimore,TWEET
32215,listening to varsity fanclub,TWEET
32216, wasnt it supposed to have been in for yesterday?,TWEET
32217,Smores plus jacuzzi equals amazing,TWEET
32218,Thank you all for the huge response w/ blessings & congratulations for us and Anna... We`re indeed a family in church  love that so much,TWEET
32219,I really need to invest in an elliptical machine... Running with shin splints sucks!!,TWEET
32220, Thank you for sharing. I appreciate your honesty  I hadn`t tweeted for 30 some odd hours and got a little tweet happy.,TWEET
32221,Almost dere  really tired eyes r really dry,TWEET
32222,"I need a nap, but I won`t be getting one",TWEET
32223,Outz wif the BIG BIG BIG HAPPY FAMILY for mommy`s day meal. And Happy Mommy Day to all Mommys out there!,TWEET
32224,Good Morning...hoping to throw back some coffee like right now!,TWEET
32225,Busy week this week; quick trip to chase some oil and gas in htown and then back to office for fun week with the devel team,TWEET
32226,I just had a lovely lunch of curried rice and mussels with baby octopus - yum,TWEET
32227, I like that term 'today list' - better than 'to-do list',TWEET
32228,relaxing fragrances are SOO IN! my latest loves are still lavender & chamomile--the basic ones  trying to find more flower scents..,TWEET
32229,can`t sleep... havent finish my homework  **** IT !,TWEET
32230, - I did see it...looks so retro!   I wouldn`t say no to rerecordings...fans LOVED Given One Change.  You have CS Fans!,TWEET
32231," So sad...found otu about your boot camp too late.   Oh well, may be in LA that day anyway.",TWEET
32232, good!  now let`s go get this done..... www.HennesseyBlack.com,TWEET
32233,"Today I`m sad, my cat of 10 years has just stopped eating, and is very sick.",TWEET
32234,**** just spent a week whole of pay on shopping  oh well i`m happy!!!,TWEET
32235," The latest season doesnt air on any of the Indian tv channels. So, I kinda download the episodes / view them online",TWEET
32236,you know ur dog is getting old when she sits down to eat...poor hilly please don`t grow up,TWEET
32237,#iusedtobescaredof the girls in the year above me at school,TWEET
32238,am little bit upset   ppl is jerk-,TWEET
32239," she was wonderful, did not get to meet her though",TWEET
32240,Aww.. I lost 3 followers.  FOLLOW ME !,TWEET
32241,_e im going to my dance class now,TWEET
32242, yes .. thats a problem   #prism #fail,TWEET
32243,Im not friends with anyone anymore,TWEET
32244,I have forgot the live with the Jonas Brothers on Facebook,TWEET
32245,back to my office.  the fire alarm went off due to someone burnt food in microwave,TWEET
32246,Little bottle jus for me   http://mypict.me/FLC,TWEET
32247,dreaming & thinking about my garden,TWEET
32248,I want to be in love.......,TWEET
32249,_I Yeah poor Yao! Hope u had fun looking at the Lakers JerseyZ haha! Enjoy ur time buddy !,TWEET
32250, smh @ playing dress up! lol. I can`t see the vid though... Its not working,TWEET
32251,  hmm.. idk that song.,TWEET
32252,doesnt know how to pimp out here Twitter page.,TWEET
